Data,Czas,Data,Produkt,ISIN,Opis,Kurs,Zmiana,,Saldo,,Identyfikator zlecenia
11-08-2020,15:40,11-08-2020,TESLA MOTORS INC. - C,US88160R1014,"Kupno 1 TESLA MOTORS INC. - C@1 389,34 USD (US88160R1014)",,USD,"-1389,34",USD,"-1389,34",9e964d27-c361-4073-a9e0-b256b922f4c9
11-08-2020,12:03,10-08-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 1 196,9727 przy 0,9844 EUR",,,,EUR,"3728,86",
10-08-2020,20:13,10-08-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,"1,1738",USD,"1414,00",USD,"0,00",7f5ef6fa-42b8-4d04-a19f-28fbaf23236d
10-08-2020,20:13,10-08-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,,EUR,"-1204,61",EUR,"3728,86",7f5ef6fa-42b8-4d04-a19f-28fbaf23236d
10-08-2020,20:13,10-08-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"4933,47",7f5ef6fa-42b8-4d04-a19f-28fbaf23236d
10-08-2020,20:13,10-08-2020,TESLA MOTORS INC. - C,US88160R1014,Kupno 1 TESLA MOTORS INC. - C@1 414 USD (US88160R1014),,USD,"-1414,00",USD,"-1414,00",7f5ef6fa-42b8-4d04-a19f-28fbaf23236d
10-08-2020,19:25,10-08-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,"1,1766",USD,"-1434,45",USD,"0,00",71faa679-4492-42d7-9e1c-cc42b1060f85
10-08-2020,19:25,10-08-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,,EUR,"1219,17",EUR,"4933,97",71faa679-4492-42d7-9e1c-cc42b1060f85
10-08-2020,19:25,10-08-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3714,80",71faa679-4492-42d7-9e1c-cc42b1060f85
10-08-2020,19:25,10-08-2020,TESLA MOTORS INC. - C,US88160R1014,"Sprzedaż 1 TESLA MOTORS INC. - C@1 434,45 USD (US88160R1014)",,USD,"1434,45",USD,"1434,45",71faa679-4492-42d7-9e1c-cc42b1060f85
10-08-2020,16:50,10-08-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,"1,1751",USD,"1400,00",USD,"0,00",24a71a05-7e50-4dfe-861f-c2cd2990f14f
10-08-2020,16:50,10-08-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,,EUR,"-1191,36",EUR,"3715,30",24a71a05-7e50-4dfe-861f-c2cd2990f14f
10-08-2020,16:50,10-08-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"4906,66",24a71a05-7e50-4dfe-
,,,,,,,,,,,861f-c2cd2990f14f
10-08-2020,16:50,10-08-2020,TESLA MOTORS INC. - C,US88160R1014,Kupno 1 TESLA MOTORS INC. - C@1 400 USD (US88160R1014),,USD,"-1400,00",USD,"-1400,00",24a71a05-7e50-4dfe-861f-c2cd2990f14f
10-08-2020,12:03,07-08-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 0,1303 przy  0,9844 EUR",,,,EUR,"4907,16",
07-08-2020,12:03,06-08-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 1 281,9807 przy  0,9844 EUR",,,,EUR,"4907,16",
06-08-2020,19:58,06-08-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,"1,1891",USD,"-1501,35",USD,"0,00",fd2005f6-1956-43fe-b9a8-6a1c421cc465
06-08-2020,19:58,06-08-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,,EUR,"1262,61",EUR,"4907,16",fd2005f6-1956-43fe-b9a8-6a1c421cc465
06-08-2020,19:58,06-08-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3644,55",fd2005f6-1956-43fe-b9a8-6a1c421cc465
06-08-2020,19:58,06-08-2020,ALPHABET INC. - CLASS A,US02079K3059,"Sprzedaż 1 ALPHABET INC. - CLASS A@1 501,35 USD (US02079K3059)",,USD,"1501,35",USD,"1501,35",fd2005f6-1956-43fe-b9a8-6a1c421cc465
06-08-2020,00:00,05-08-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,37",EUR,"3645,05",
05-08-2020,00:00,04-08-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,37",EUR,"3645,42",
04-08-2020,14:15,03-08-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 280,591 przy  0,9846 EUR",,,,EUR,"3645,79",
03-08-2020,15:49,03-08-2020,CD PROJEKT RED SA,PLOPTTC00011,FX Withdrawal,"4,4192",PLN,"-418,00",PLN,"0,00",70fb7d28-4323-45ba-b57c-0052c804d786
03-08-2020,15:49,03-08-2020,CD PROJEKT RED SA,PLOPTTC00011,FX Credit,,EUR,"94,59",EUR,"3645,79",70fb7d28-4323-45ba-b57c-0052c804d786
03-08-2020,15:49,03-08-2020,CD PROJEKT RED SA,PLOPTTC00011,DEGIRO Opłata Transakcyjna,,EUR,"-0,23",EUR,"3551,20",70fb7d28-4323-45ba-b57c-0052c804d786
03-08-2020,15:49,03-08-2020,CD PROJEKT RED SA,PLOPTTC00011,DEGIRO Opłata Transakcyjna,,EUR,"-0,09",EUR,"3551,43",70fb7d28-4323-45ba-b57c-0052c804d786
03-08-2020,15:49,03-08-2020,CD PROJEKT RED SA,PLOPTTC00011,Sprzedaż 1 CD PROJEKT RED SA@418 PLN (PLOPTTC00011),,PLN,"418,00",PLN,"418,00",70fb7d28-4323-45ba-b57c-0052c804d786
03-08-2020,15:39,03-08-2020,MICROSOFT CORPORATION,US5949181045,FX Withdrawal,"1,1713",USD,"-213,76",USD,"0,00",9e9da7f4-5f4c-4052-a70d-ac6792accfca
03-08-2020,15:39,03-08-2020,MICROSOFT CORPORATION,US5949181045,FX Credit,,EUR,"182,50",EUR,"3551,52",9e9da7f4-5f4c-4052-a70d-ac6792accfca
03-08-2020,15:39,03-08-2020,MICROSOFT CORPORATION,US5949181045,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3369,02",9e9da7f4-5f4c-4052-a70d-ac6792accfca
03-08-2020,15:39,03-08-2020,MICROSOFT CORPORATION,US5949181045,"Sprzedaż 1 MICROSOFT CORPORATION@213,76 USD (US5949181045)",,USD,"213,76",USD,"213,76",9e9da7f4-5f4c-4052-a70d-ac6792accfca
03-08-2020,12:04,31-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 570,5971 przy 0,9846 EUR",,,,EUR,"3369,52",
31-07-2020,17:57,31-07-2020,APPLE INC. - COMMON ST,US0378331005,FX Withdrawal,"1,1831",USD,"-410,22",USD,"0,00",bc949d56-de8e-4350-8160-862e1988e37d
31-07-2020,17:57,31-07-2020,APPLE INC. - COMMON ST,US0378331005,FX Credit,,EUR,"346,74",EUR,"3369,52",bc949d56-de8e-4350-8160-862e1988e37d
31-07-2020,17:57,31-07-2020,APPLE INC. - COMMON ST,US0378331005,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3022,78",bc949d56-de8e-4350-8160-862e1988e37d
31-07-2020,17:57,31-07-2020,APPLE INC. - COMMON ST,US0378331005,"Sprzedaż 1 APPLE INC. - COMMON ST@410,22 USD (US0378331005)",,USD,"410,22",USD,"410,22",bc949d56-de8e-4350-8160-862e1988e37d
31-07-2020,15:35,31-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,"1,1795",USD,"1480,00",USD,"0,00",945728cb-41aa-46f6-8e39-ccd43deae1da
31-07-2020,15:35,31-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,,EUR,"-1254,75",EUR,"3023,28",945728cb-41aa-46f6-8e39-ccd43deae1da
31-07-2020,15:35,31-07-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"4278,03",945728cb-41aa-46f6-8e39-ccd43deae1da
31-07-2020,15:35,31-07-2020,ALPHABET INC. - CLASS A,US02079K3059,Kupno 1 ALPHABET INC. - CLASS A@1 480 USD (US02079K3059),,USD,"-1480,00",USD,"-1480,00",945728cb-41aa-46f6-8e39-ccd43deae1da
31-07-2020,15:30,31-07-2020,APPLE INC. - COMMON ST,US0378331005,FX Withdrawal,"1,1835",USD,"-411,50",USD,"0,00",772c4f0f-36f0-4d65-a4aa-256c4dc1e5f9
31-07-2020,15:30,31-07-2020,APPLE INC. - COMMON ST,US0378331005,FX Credit,,EUR,"347,70",EUR,"4278,53",772c4f0f-36f0-4d65-a4aa-256c4dc1e5f9
31-07-2020,15:30,31-07-2020,APPLE INC. - COMMON ST,US0378331005,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3930,83",772c4f0f-36f0-4d65-a4aa-256c4dc1e5f9
31-07-2020,15:30,31-07-2020,APPLE INC. - COMMON ST,US0378331005,"Sprzedaż 1 APPLE INC. - COMMON ST@411,5 USD (US0378331005)",,USD,"411,50",USD,"411,50",772c4f0f-36f0-4d65-a4aa-256c4dc1e5f9
31-07-2020,12:03,30-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 15,1901 przy",,,,EUR,"3931,33",
,,,,,"0,9846 EUR",,,,,,
30-07-2020,17:41,30-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,"1,1792",USD,"-1519,97",USD,"0,00",dd585103-b489-4a05-a43b-3a48be9a2ed0
30-07-2020,17:41,30-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,,EUR,"1289,01",EUR,"3931,33",dd585103-b489-4a05-a43b-3a48be9a2ed0
30-07-2020,17:41,30-07-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2642,32",dd585103-b489-4a05-a43b-3a48be9a2ed0
30-07-2020,17:41,30-07-2020,ALPHABET INC. - CLASS A,US02079K3059,"Sprzedaż 1 ALPHABET INC. - CLASS A@1 519,97 USD (US02079K3059)",,USD,"1519,97",USD,"1519,97",dd585103-b489-4a05-a43b-3a48be9a2ed0
30-07-2020,15:30,30-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,"1,1780",USD,"1500,00",USD,"0,00",8e7918fa-f63e-4744-8786-2af509b90dda
30-07-2020,15:30,30-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,,EUR,"-1273,32",EUR,"2642,82",8e7918fa-f63e-4744-8786-2af509b90dda
30-07-2020,15:30,30-07-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3916,14",8e7918fa-f63e-4744-8786-2af509b90dda
30-07-2020,15:30,30-07-2020,ALPHABET INC. - CLASS A,US02079K3059,Kupno 1 ALPHABET INC. - CLASS A@1 500 USD (US02079K3059),,USD,"-1500,00",USD,"-1500,00",8e7918fa-f63e-4744-8786-2af509b90dda
30-07-2020,12:04,29-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 2 662,5369 przy  0,9846 EUR",,,,EUR,"3916,64",
29-07-2020,18:41,29-07-2020,MICROSOFT CORPORATION,US5949181045,FX Withdrawal,"1,1786",USD,"-407,28",USD,"0,00",bf60e934-cef0-4503-b240-75d68387c2de
29-07-2020,18:41,29-07-2020,MICROSOFT CORPORATION,US5949181045,FX Credit,,EUR,"345,57",EUR,"3916,64",bf60e934-cef0-4503-b240-75d68387c2de
29-07-2020,18:41,29-07-2020,MICROSOFT CORPORATION,US5949181045,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3571,07",bf60e934-cef0-4503-b240-75d68387c2de
29-07-2020,18:41,29-07-2020,MICROSOFT CORPORATION,US5949181045,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"3571,57",bf60e934-cef0-4503-b240-75d68387c2de
29-07-2020,18:41,29-07-2020,MICROSOFT CORPORATION,US5949181045,"Sprzedaż 2 MICROSOFT CORPORATION@203,64 USD (US5949181045)",,USD,"407,28",USD,"407,28",bf60e934-cef0-4503-b240-75d68387c2de
29-07-2020,18:40,29-07-2020,APPLE INC. - COMMON ST,US0378331005,FX Withdrawal,"1,1787",USD,"-377,48",USD,"0,00",fdcb08bc-89b7-4510-9c7a-330c6e116be6
29-07-2020,18:40,29-07-2020,APPLE INC. - COMMON ST,US0378331005,FX Credit,,EUR,"320,26",EUR,"3571,58",fdcb08bc-89b7-4510-9c7a-330c6e116be6
29-07-2020,18:40,29-07-2020,APPLE INC. - COMMON ST,US0378331005,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3251,32",fdcb08bc-89b7-4510-9c7a-330c6e116be6
29-07-2020,18:40,29-07-2020,APPLE INC. - COMMON ST,US0378331005,"Sprzedaż 1 APPLE INC. - COMMON ST@377,48 USD (US0378331005)",,USD,"377,48",USD,"377,48",fdcb08bc-89b7-4510-9c7a-330c6e116be6
29-07-2020,16:51,29-07-2020,APPLE INC. - COMMON ST,US0378331005,FX Withdrawal,"1,1787",USD,"-378,34",USD,"0,00",f840cc5d-a54a-45a4-bb6a-d9549560a20f
29-07-2020,16:51,29-07-2020,APPLE INC. - COMMON ST,US0378331005,FX Credit,,EUR,"320,99",EUR,"3251,82",f840cc5d-a54a-45a4-bb6a-d9549560a20f
29-07-2020,16:51,29-07-2020,APPLE INC. - COMMON ST,US0378331005,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2930,83",f840cc5d-a54a-45a4-bb6a-d9549560a20f
29-07-2020,16:51,29-07-2020,APPLE INC. - COMMON ST,US0378331005,"Sprzedaż 1 APPLE INC. - COMMON ST@378,34 USD (US0378331005)",,USD,"378,34",USD,"378,34",f840cc5d-a54a-45a4-bb6a-d9549560a20f
29-07-2020,16:48,29-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,"1,1786",USD,"-1521,41",USD,"0,00",2b84779e-5592-419f-9c05-7e7d3ea1a524
29-07-2020,16:48,29-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,,EUR,"1290,89",EUR,"2931,33",2b84779e-5592-419f-9c05-7e7d3ea1a524
29-07-2020,16:48,29-07-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1640,44",2b84779e-5592-419f-9c05-7e7d3ea1a524
29-07-2020,16:48,29-07-2020,ALPHABET INC. - CLASS A,US02079K3059,"Sprzedaż 1 ALPHABET INC. - CLASS A@1 521,41 USD (US02079K3059)",,USD,"1521,41",USD,"1521,41",2b84779e-5592-419f-9c05-7e7d3ea1a524
29-07-2020,16:02,29-07-2020,MICROSOFT CORPORATION,US5949181045,FX Withdrawal,"1,1772",USD,"-408,00",USD,"0,00",416ab655-9361-49c4-a1bd-5be78e4c9b62
29-07-2020,16:02,29-07-2020,MICROSOFT CORPORATION,US5949181045,FX Credit,,EUR,"346,59",EUR,"1640,94",416ab655-9361-49c4-a1bd-5be78e4c9b62
29-07-2020,16:02,29-07-2020,MICROSOFT CORPORATION,US5949181045,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1294,35",416ab655-9361-49c4-a1bd-5be78e4c9b62
29-07-2020,16:02,29-07-2020,MICROSOFT CORPORATION,US5949181045,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"1294,85",416ab655-9361-49c4-a1bd-5be78e4c9b62
29-07-2020,16:02,29-07-2020,MICROSOFT CORPORATION,US5949181045,Sprzedaż 2 MICROSOFT CORPORATION@204 USD (US5949181045),,USD,"408,00",USD,"408,00",416ab655-9361-49c4-a1bd-5be78e4c9b62
29-07-2020,12:04,28-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 1 272,6108 przy  0,9847 EUR",,EUR,"-0,13",EUR,"1294,86",
29-07-2020,08:38,28-07-2020,,,FX Withdrawal,,EUR,"0,02",EUR,"1294,99",
29-07-2020,08:38,28-07-2020,,,FX Withdrawal,"1,1728",USD,"-0,03",USD,"0,00",
29-07-2020,00:00,28-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,00",EUR,"1294,97",
28-07-2020,12:03,27-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 1 950,8784 przy 0,9847 EUR",,,,EUR,"1294,98",
28-07-2020,07:43,27-07-2020,GENERAL ELECTRIC COMPA,US3696041033,Dywidenda,,USD,"0,05",USD,"0,03",
28-07-2020,07:43,27-07-2020,GENERAL ELECTRIC COMPA,US3696041033,Podatek Dywidendowy,,USD,"-0,02",USD,"-0,02",
27-07-2020,19:41,27-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,"1,1766",USD,"-1475,00",USD,"0,00",68833daa-940e-429e-8717-4c107aed824b
27-07-2020,19:41,27-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,,EUR,"1253,64",EUR,"1294,98",68833daa-940e-429e-8717-4c107aed824b
27-07-2020,19:41,27-07-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"41,34",68833daa-940e-429e-8717-4c107aed824b
27-07-2020,19:41,27-07-2020,TESLA MOTORS INC. - C,US88160R1014,Sprzedaż 1 TESLA MOTORS INC. - C@1 475 USD (US88160R1014),,USD,"1475,00",USD,"1475,00",68833daa-940e-429e-8717-4c107aed824b
27-07-2020,16:09,27-07-2020,INTEL CORPORATION - CO,US4581401001,FX Credit,"1,1747",USD,"50,36",USD,"0,00",3490996c-1f21-4c16-ac73-2ed299d59c47
27-07-2020,16:09,27-07-2020,INTEL CORPORATION - CO,US4581401001,FX Withdrawal,,EUR,"-42,87",EUR,"41,84",3490996c-1f21-4c16-ac73-2ed299d59c47
27-07-2020,16:09,27-07-2020,INTEL CORPORATION - CO,US4581401001,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"84,71",3490996c-1f21-4c16-ac73-2ed299d59c47
27-07-2020,16:09,27-07-2020,INTEL CORPORATION - CO,US4581401001,"Kupno 1 INTEL CORPORATION - CO@50,36 USD (US4581401001)",,USD,"-50,36",USD,"-50,36",3490996c-1f21-4c16-ac73-2ed299d59c47
27-07-2020,16:07,27-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,"1,1746",USD,"1465,64",USD,"0,00",2d862850-74c6-469b-ad5e-3763c88b4374
27-07-2020,16:07,27-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,,EUR,"-1247,75",EUR,"85,21",2d862850-74c6-469b-ad5e-3763c88b4374
27-07-2020,16:07,27-07-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1332,96",2d862850-74c6-469b-ad5e-3763c88b4374
27-07-2020,16:07,27-07-2020,TESLA MOTORS INC. - C,US88160R1014,"Kupno 1 TESLA MOTORS INC. - C@1 465,64 USD (US88160R1014)",,USD,"-1465,64",USD,"-1465,64",2d862850-74c6-469b-ad5e-3763c88b4374
27-07-2020,16:00,27-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,"1,1771",USD,"-1480,00",USD,"0,00",59a63759-c88a-4261-8898-c99061323e22
27-07-2020,16:00,27-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,,EUR,"1257,35",EUR,"1333,46",59a63759-c88a-4261-8898-c99061323e22
27-07-2020,16:00,27-07-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"76,11",59a63759-c88a-4261-8898-c99061323e22
27-07-2020,16:00,27-07-2020,TESLA MOTORS INC. - C,US88160R1014,Sprzedaż 1 TESLA MOTORS INC. - C@1 480 USD (US88160R1014),,USD,"1480,00",USD,"1480,00",59a63759-c88a-4261-8898-c99061323e22
24-07-2020,17:15,24-07-2020,MICROSOFT CORPORATION,US5949181045,FX Credit,"1,1620",USD,"202,03",USD,"0,00",7692fd16-73f6-4365-a635-9bf4f96bee44
24-07-2020,17:15,24-07-2020,MICROSOFT CORPORATION,US5949181045,FX Withdrawal,,EUR,"-173,86",EUR,"76,61",7692fd16-73f6-4365-a635-9bf4f96bee44
24-07-2020,17:15,24-07-2020,MICROSOFT CORPORATION,US5949181045,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"250,47",7692fd16-73f6-4365-a635-9bf4f96bee44
24-07-2020,17:15,24-07-2020,MICROSOFT CORPORATION,US5949181045,"Kupno 1 MICROSOFT CORPORATION@202,03 USD (US5949181045)",,USD,"-202,03",USD,"-202,03",7692fd16-73f6-4365-a635-9bf4f96bee44
24-07-2020,16:55,24-07-2020,APPLE INC. - COMMON ST,US0378331005,FX Credit,"1,1619",USD,"367,72",USD,"0,00",8508d7f4-f949-4b04-acd7-22c4261d888c
24-07-2020,16:55,24-07-2020,APPLE INC. - COMMON ST,US0378331005,FX Withdrawal,,EUR,"-316,47",EUR,"250,97",8508d7f4-f949-4b04-acd7-22c4261d888c
24-07-2020,16:55,24-07-2020,APPLE INC. - COMMON ST,US0378331005,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"567,44",8508d7f4-f949-4b04-acd7-22c4261d888c
24-07-2020,16:55,24-07-2020,APPLE INC. - COMMON ST,US0378331005,"Kupno 1 APPLE INC. - COMMON ST@367,72 USD (US0378331005)",,USD,"-367,72",USD,"-367,72",8508d7f4-f949-4b04-acd7-22c4261d888c
24-07-2020,16:54,24-07-2020,MICROSOFT CORPORATION,US5949181045,FX Credit,"1,1622",USD,"201,51",USD,"0,00",3b9b5ca8-9d06-44f0-91b6-8e6e3786da30
24-07-2020,16:54,24-07-2020,MICROSOFT CORPORATION,US5949181045,FX Withdrawal,,EUR,"-173,38",EUR,"567,94",3b9b5ca8-9d06-44f0-91b6-8e6e3786da30
24-07-2020,16:54,24-07-2020,MICROSOFT CORPORATION,US5949181045,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"741,32",3b9b5ca8-9d06-44f0-91b6-8e6e3786da30
24-07-2020,16:54,24-07-2020,MICROSOFT CORPORATION,US5949181045,"Kupno 1 MICROSOFT CORPORATION@201,51 USD (US5949181045)",,USD,"-201,51",USD,"-201,51",3b9b5ca8-9d06-44f0-91b6-8e6e3786da30
24-07-2020,15:30,24-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,"1,1601",USD,"1416,01",USD,"0,00",553da98c-78f5-4018-
,,,,,,,,,,,8cca-3c582e95bf9b
24-07-2020,15:30,24-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,,EUR,"-1220,55",EUR,"741,82",553da98c-78f5-4018-8cca-3c582e95bf9b
24-07-2020,15:30,24-07-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1962,37",553da98c-78f5-4018-8cca-3c582e95bf9b
24-07-2020,15:30,24-07-2020,TESLA MOTORS INC. - C,US88160R1014,"Kupno 1 TESLA MOTORS INC. - C@1 416,01 USD (US88160R1014)",,USD,"-1416,01",USD,"-1416,01",553da98c-78f5-4018-8cca-3c582e95bf9b
22-07-2020,12:03,21-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 314,216 przy 0,9848 EUR",,EUR,"0,03",EUR,"1962,87",
22-07-2020,00:00,21-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,23",EUR,"1962,83",
21-07-2020,19:28,21-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,"1,1527",USD,"-1587,07",USD,"0,00",0edd5b11-903f-49d8-9a3a-50bb4dfe4da2
21-07-2020,19:28,21-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,,EUR,"1376,89",EUR,"1963,07",0edd5b11-903f-49d8-9a3a-50bb4dfe4da2
21-07-2020,19:28,21-07-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"586,18",0edd5b11-903f-49d8-9a3a-50bb4dfe4da2
21-07-2020,19:28,21-07-2020,TESLA MOTORS INC. - C,US88160R1014,"Sprzedaż 1 TESLA MOTORS INC. - C@1 587,07 USD (US88160R1014)",,USD,"1587,07",USD,"1587,07",0edd5b11-903f-49d8-9a3a-50bb4dfe4da2
21-07-2020,19:15,21-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,"1,1504",USD,"1560,00",USD,"0,00",5bcfff96-3ecf-4616-8a41-0684e7244c34
21-07-2020,19:15,21-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,,EUR,"-1355,99",EUR,"586,68",5bcfff96-3ecf-4616-8a41-0684e7244c34
21-07-2020,19:15,21-07-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1942,67",5bcfff96-3ecf-4616-8a41-0684e7244c34
21-07-2020,19:15,21-07-2020,TESLA MOTORS INC. - C,US88160R1014,Kupno 1 TESLA MOTORS INC. - C@1 560 USD (US88160R1014),,USD,"-1560,00",USD,"-1560,00",5bcfff96-3ecf-4616-8a41-0684e7244c34
21-07-2020,17:58,21-07-2020,PROCTER & GAMBLE COMPA,US7427181091,FX Credit,"1,1483",USD,"377,58",USD,"0,00",6c4e9024-565f-430b-9fa2-0572319db01d
21-07-2020,17:58,21-07-2020,PROCTER & GAMBLE COMPA,US7427181091,FX Withdrawal,,EUR,"-328,83",EUR,"1943,17",6c4e9024-565f-430b-9fa2-0572319db01d
21-07-2020,17:58,21-07-2020,PROCTER & GAMBLE COMPA,US7427181091,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2272,00",6c4e9024-565f-430b-9fa2-0572319db01d
21-07-2020,17:58,21-07-2020,PROCTER & GAMBLE COMPA,US7427181091,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"2272,50",6c4e9024-565f-430b-9fa2-0572319db01d
21-07-2020,17:58,21-07-2020,PROCTER & GAMBLE COMPA,US7427181091,"Kupno 3 PROCTER & GAMBLE COMPA@125,86 USD (US7427181091)",,USD,"-377,58",USD,"-377,58",6c4e9024-565f-430b-9fa2-0572319db01d
21-07-2020,12:04,20-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 1 436,7887 przy  0,9848 EUR",,,,EUR,"2272,51",
20-07-2020,20:48,20-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,"1,1452",USD,"-1621,00",USD,"0,00",5acbf22e-5665-454a-bf33-db04786e71d3
20-07-2020,20:48,20-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,,EUR,"1415,42",EUR,"2272,51",5acbf22e-5665-454a-bf33-db04786e71d3
